,edades,genero,salarios,paises,titulo_academico,puesto_trabajo,años_experiencia,sector_laboral,tamaños_empresa,lenguaje_programacion
1983,45-59,Mujes,alto,Reino Unido,Master,Business Analyst,< 1 years,Contabilidad/Finanzas,Startup, R
1984,18-29,Hombre,bajo,Turquia,Grado Universitario,Data Analyst,1-3 years,Marketing/CRM,Multinacional,"Python, SQL"
1985,18-29,Hombre,No sabe/No contesta,Nigeria,Master,Business Analyst,< 1 years,,No sabe/No contesta, SQL
1986,18-29,Hombre,bajo,India,Master,Business Analyst,1-3 years,Tecnológico,Pequeña,"Python, SQL"
1987,30-44,Hombre,alto,Brasil,Master,Business Analyst,< 1 years,Energía/Minería,Multinacional,"Python, SQL"
1988,30-44,Hombre,bajo,Nigeria,Master,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
1989,30-44,Hombre,No sabe/No contesta,Egipto,Master,Data Analyst,1-3 years,Negocios en línea/ventas basadas en Internet,Pequeña,"Python, R, Bash"
1990,30-44,Prefiero no describirme,bajo,India,Master,Data Analyst,I have never written code,Tecnológico,Grande,No sabe/No contesta
1991,30-44,Hombre,No sabe/No contesta,Estados Unidos,Grado Universitario,Data Analyst,10-20 years,Seguro/Evaluación de Riesgos,Mediana, SQL
1992,30-44,Hombre,medio,Mexico,Master,Data Analyst,1-3 years,Radio/Comunicaciones,Multinacional,"Python, SQL"
1993,30-44,Mujes,alto,Francia,Master,Data Analyst,10-20 years,Marketing/CRM,Multinacional,"Python, R, SQL"
1994,45-59,Hombre,alto,España,Doctorado,Data Analyst,20+ years,Académico/Educación,Grande,"Python, Julia"
1995,18-29,Mujes,No sabe/No contesta,China,Estudios Univertarios sin licenciatura,Data Analyst,1-3 years,Tecnológico,Pequeña,Python
1996,18-29,Hombre,No sabe/No contesta,Sri Lanka,Grado Universitario,Data Analyst,< 1 years,Seguro/Evaluación de Riesgos,Multinacional,"Python, Java"
1997,45-59,Hombre,alto,Canada,Estudios Univertarios sin licenciatura,Business Analyst,1-3 years,Ventas al por menor,Mediana, SQL
1998,30-44,Hombre,medio,Reino Unido,Grado Universitario,Business Analyst,1-3 years,Otros,Grande,"Python, R, SQL"
1999,18-29,Hombre,bajo,India,Master,Business Analyst,< 1 years,Envío/Transporte,Multinacional,"Python, SQL"
2000,18-29,Hombre,bajo,Indonesia,Grado Universitario,Data Analyst,1-3 years,Académico/Educación,Pequeña,"Python, SQL, Javascript"
2001,18-29,Hombre,bajo,Filipinas,Doctorado,Data Analyst,< 1 years,Contabilidad/Finanzas,Multinacional,Python
2002,30-44,Hombre,alto,Austria,Master,Business Analyst,5-10 years,Energía/Minería,Pequeña,"Python, R, SQL, Java, Javascript, MATLAB"
2003,30-44,Hombre,alto,Rusia,Master,Data Analyst,3-5 years,Ventas al por menor,Mediana,"Python, SQL, Other"
2004,30-44,Hombre,alto,Estados Unidos,Master,Data Analyst,1-3 years,Tecnológico,Pequeña,"Python, Bash"
2005,18-29,Hombre,medio,Estados Unidos,Master,Data Analyst,1-3 years,Ventas al por menor,Mediana,"Python, R, SQL, C++, Java"
2006,45-59,Mujes,alto,Estados Unidos,Grado Universitario,Data Analyst,20+ years,Gobierno/servicio público,Multinacional,"Python, R, SQL"
2007,18-29,Hombre,bajo,Estados Unidos,Grado Universitario,Data Analyst,< 1 years,Otros,Startup,"Python, SQL, Bash"
2008,30-44,Mujes,medio,Colombia,Master,Data Analyst,10-20 years,Tecnológico,Startup, SQL
2009,18-29,Hombre,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,Contabilidad/Finanzas,Pequeña,"Python, SQL"
2010,30-44,Mujes,alto,Alemania,Master,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,"Python, SQL"
2011,18-29,Hombre,bajo,Corea del Sur,Estudios Univertarios sin licenciatura,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, R"
2012,30-44,Mujes,alto,Estados Unidos,Master,Data Analyst,10-20 years,Gobierno/servicio público,Multinacional,Python
2013,18-29,Mujes,alto,Reino Unido,Grado Universitario,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Multinacional,"Python, SQL"
2014,18-29,Hombre,medio,Rusia,Master,Data Analyst,1-3 years,Gobierno/servicio público,Multinacional,"Python, R"
2015,30-44,Mujes,bajo,Nigeria,Master,Business Analyst,< 1 years,Ventas al por menor,Startup, None
2016,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,3-5 years,Tecnológico,Multinacional,"Python, SQL"
2017,18-29,Hombre,No sabe/No contesta,Polonia,Grado Universitario,Data Analyst,< 1 years,,No sabe/No contesta,"Python, SQL"
2018,30-44,Hombre,medio,Otros,Master,Data Analyst,10-20 years,Gobierno/servicio público,Multinacional, SQL
2019,18-29,Hombre,bajo,India,Doctorado Profesional,Data Analyst,1-3 years,Tecnológico,Mediana,"Python, SQL, C, C++"
2020,18-29,No binario,bajo,Indonesia,Estudios Univertarios sin licenciatura,Business Analyst,I have never written code,Académico/Educación,Startup,No sabe/No contesta
2021,18-29,Mujes,bajo,Filipinas,Grado Universitario,Data Analyst,5-10 years,Radio/Comunicaciones,Grande,"Python, Other"
2022,30-44,Hombre,medio,Chile,Master,Data Analyst,1-3 years,Ventas al por menor,Mediana," SQL, Other"
2023,30-44,Hombre,bajo,Tunez,Grado Universitario,Business Analyst,5-10 years,Radio/Comunicaciones,Grande,"Python, SQL, Other"
2024,18-29,Hombre,alto,Rusia,Master,Data Analyst,1-3 years,Tecnológico,Startup,"Python, SQL"
2025,45-59,Mujes,No sabe/No contesta,Tailandia,Grado Universitario,Business Analyst,10-20 years,Tecnológico,Startup,"Python, SQL, Bash, Other"
2026,18-29,Hombre,No sabe/No contesta,Rusia,Grado Universitario,Data Analyst,< 1 years,ONG/Servicio,Startup,Python
2027,18-29,Hombre,No sabe/No contesta,Nepal,Grado Universitario,Data Analyst,3-5 years,ONG/Servicio,Startup,"Python, SQL, Javascript"
2028,45-59,Hombre,bajo,España,Estudios Univertarios sin licenciatura,Business Analyst,< 1 years,Gobierno/servicio público,Multinacional,"Python, C++, Java"
2029,30-44,Hombre,alto,Paises Bajos,Master,Data Analyst,1-3 years,Gobierno/servicio público,Multinacional,"Python, SQL"
2030,18-29,Mujes,bajo,Malasia,Grado Universitario,Data Analyst,1-3 years,Tecnológico,Startup,"Python, R, SQL"
2031,18-29,Hombre,medio,India,Grado Universitario,Data Analyst,3-5 years,Contabilidad/Finanzas,Grande,"Python, SQL"
2032,30-44,Hombre,alto,Estados Unidos,Grado Universitario,Business Analyst,< 1 years,Otros,Pequeña,"Python, Javascript"
2033,30-44,Hombre,alto,Portugal,Grado Universitario,Data Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
2034,18-29,Hombre,alto,Reino Unido,Grado Universitario,Data Analyst,1-3 years,Otros,Multinacional,"Python, SQL"
2035,30-44,Hombre,No sabe/No contesta,India,Grado Universitario,Business Analyst,5-10 years,Tecnológico,Multinacional,Python
2036,18-29,Hombre,bajo,Peru,Estudios Univertarios sin licenciatura,Data Analyst,3-5 years,Contabilidad/Finanzas,Startup,"Python, SQL"
2037,30-44,Prefiero no describirme,alto,Republica Checa,Master,Data Analyst,10-20 years,Envío/Transporte,Multinacional,"Python, SQL, Bash, Other"
2038,30-44,Hombre,bajo,Otros,Grado Universitario,Data Analyst,1-3 years,Contabilidad/Finanzas,Mediana,"Python, R, SQL"
2039,30-44,Hombre,medio,Rusia,Master,Business Analyst,5-10 years,Negocios en línea/ventas basadas en Internet,Multinacional,"Python, SQL"
2040,45-59,Hombre,medio,Rusia,Master,Data Analyst,20+ years,Fabricación,Mediana," C++, Other"
2041,18-29,Hombre,alto,Estados Unidos,Master,Data Analyst,3-5 years,Envío/Transporte,Multinacional,"Python, SQL, Bash"
2042,45-59,Hombre,No sabe/No contesta,Indonesia,Master,Business Analyst,< 1 years,Académico/Educación,Startup,Python
2043,30-44,Hombre,bajo,Singapur,Grado Universitario,Data Analyst,< 1 years,Tecnológico,Mediana,"Python, SQL"
2044,30-44,Hombre,medio,Rusia,Estudios Univertarios sin licenciatura,Business Analyst,< 1 years,Marketing/CRM,Startup,"Python, SQL"
2045,18-29,Mujes,alto,Canada,Grado Universitario,Data Analyst,3-5 years,Contabilidad/Finanzas,Multinacional, None
2046,30-44,Hombre,bajo,Mexico,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Multinacional, Other
2047,30-44,Hombre,bajo,Chile,Estudios Univertarios sin licenciatura,Data Analyst,< 1 years,Ventas al por menor,Startup,"Python, R, SQL"
2048,45-59,Hombre,No sabe/No contesta,Australia,Grado Universitario,Business Analyst,20+ years,Tecnológico,Pequeña, None
2049,30-44,Mujes,bajo,Rusia,Grado Universitario,Data Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
2050,30-44,Hombre,medio,Polonia,Grado Universitario,Business Analyst,I have never written code,Contabilidad/Finanzas,Multinacional,No sabe/No contesta
2051,45-59,Hombre,medio,Rumania,Master,Data Analyst,3-5 years,Marketing/CRM,Mediana,"Python, R, SQL"
2052,18-29,Hombre,No sabe/No contesta,Iraq,Bachillerato,Data Analyst,I have never written code,Marketing/CRM,Startup,No sabe/No contesta
2053,18-29,Hombre,bajo,India,Master,Business Analyst,< 1 years,Marketing/CRM,Startup," C, C++"
2054,18-29,Hombre,No sabe/No contesta,Chile,Grado Universitario,Business Analyst,1-3 years,Hostelería/Entretenimiento/Deportes,Grande,"Python, SQL"
2055,30-44,Hombre,medio,Otros,Master,Data Analyst,< 1 years,Gobierno/servicio público,Grande, R
2056,45-59,Hombre,No sabe/No contesta,Japon,Estudios Univertarios sin licenciatura,Data Analyst,1-3 years,Tecnológico,Multinacional,Python
2057,30-44,Hombre,alto,China,Grado Universitario,Business Analyst,5-10 years,Servicio en línea/Servicios basados ​​en Internet,Multinacional,"Python, SQL, Java"
2058,18-29,Hombre,No sabe/No contesta,China,Estudios Univertarios sin licenciatura,Data Analyst,< 1 years,Académico/Educación,Startup,Python
2059,18-29,Mujes,No sabe/No contesta,Egipto,Grado Universitario,Data Analyst,< 1 years,,No sabe/No contesta,"Python, R"
2060,30-44,Mujes,No sabe/No contesta,Kazakhstan,Doctorado,Data Analyst,3-5 years,Académico/Educación,Startup," C++, MATLAB"
2061,45-59,Hombre,bajo,Brasil,Estudios Univertarios sin licenciatura,Business Analyst,I have never written code,Otros,Mediana,No sabe/No contesta
2062,45-59,Hombre,alto,España,Master,Business Analyst,20+ years,Radio/Comunicaciones,Grande," R, SQL, Other"
2063,18-29,Hombre,bajo,India,Grado Universitario,Business Analyst,1-3 years,Marketing/CRM,Multinacional,"Python, SQL"
2064,30-44,Hombre,bajo,Argentina,Grado Universitario,Data Analyst,I have never written code,Negocios en línea/ventas basadas en Internet,Grande,No sabe/No contesta
2065,30-44,Hombre,bajo,India,Grado Universitario,Business Analyst,5-10 years,Marketing/CRM,Multinacional,Python
2066,18-29,Mujes,bajo,India,Master,Data Analyst,< 1 years,Marketing/CRM,Multinacional,"Python, R"
2067,30-44,Hombre,medio,Estados Unidos,Master,Data Analyst,3-5 years,Energía/Minería,Startup," R, SQL"
2068,30-44,Hombre,No sabe/No contesta,India,Grado Universitario,Data Analyst,5-10 years,ONG/Servicio,Grande, None
2069,30-44,Hombre,alto,Brasil,Master,Data Analyst,3-5 years,Marketing/CRM,Startup,"Python, SQL, Java, Javascript"
2070,45-59,Hombre,alto,Estados Unidos,Grado Universitario,Business Analyst,I have never written code,Contabilidad/Finanzas,Grande,No sabe/No contesta
2071,18-29,Hombre,bajo,India,Master,Data Analyst,1-3 years,Médico/farmacéutico,Multinacional,Python
2072,18-29,Hombre,bajo,India,Master,Business Analyst,5-10 years,Marketing/CRM,Grande,"Python, SQL, C, C++"
2073,18-29,Hombre,No sabe/No contesta,India,Grado Universitario,Business Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
2074,30-44,Hombre,alto,Israel,Master,Data Analyst,1-3 years,Marketing/CRM,Pequeña,"Python, SQL"
2075,30-44,Hombre,bajo,Iran,Estudios Univertarios sin licenciatura,Business Analyst,1-3 years,Marketing/CRM,Startup,"Python, Javascript, Other"
2076,18-29,Hombre,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,ONG/Servicio,Pequeña,"Python, SQL, C, C++, Java, Javascript, Bash, MATLAB"
2077,18-29,Hombre,bajo,India,Master,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
2078,18-29,Hombre,medio,Otros,Master,Business Analyst,< 1 years,Marketing/CRM,Pequeña,"Python, SQL"
2079,30-44,Hombre,No sabe/No contesta,Japon,Master,Business Analyst,1-3 years,ONG/Servicio,Multinacional,"Python, C++"
2080,30-44,Hombre,No sabe/No contesta,Estados Unidos,Grado Universitario,Data Analyst,< 1 years,,No sabe/No contesta,"Python, SQL"
2081,30-44,Hombre,alto,Suiza,Doctorado,Business Analyst,20+ years,Tecnológico,Grande,Python
2082,18-29,Hombre,No sabe/No contesta,India,Bachillerato,Data Analyst,1-3 years,,No sabe/No contesta,Python
2083,18-29,Hombre,No sabe/No contesta,Nigeria,Grado Universitario,Data Analyst,1-3 years,Académico/Educación,Startup, Other
2084,30-44,Hombre,alto,España,Master,Business Analyst,1-3 years,Fabricación,Multinacional,Python
2085,30-44,Mujes,No sabe/No contesta,India,Master,Data Analyst,10-20 years,Contabilidad/Finanzas,Grande,"Python, R, SQL"
2086,30-44,Hombre,No sabe/No contesta,Rusia,Prefiero no responder,Business Analyst,< 1 years,Contabilidad/Finanzas,Startup,Python
2087,30-44,Hombre,alto,Estados Unidos,Master,Data Analyst,3-5 years,Otros,Grande," R, SQL"
2088,45-59,Hombre,alto,Estados Unidos,Grado Universitario,Business Analyst,20+ years,Fabricación,Grande,"Python, SQL"
2089,18-29,Mujes,bajo,Tailandia,Master,Data Analyst,< 1 years,Tecnológico,Pequeña,"Python, SQL"
2090,30-44,Hombre,No sabe/No contesta,Singapur,Grado Universitario,Data Analyst,10-20 years,Ventas al por menor,Grande,"Python, SQL"
2091,30-44,Hombre,bajo,Peru,Master,Business Analyst,5-10 years,Tecnológico,Mediana,"Python, SQL, C++"
2092,18-29,Hombre,bajo,India,Grado Universitario,Data Analyst,3-5 years,Académico/Educación,Grande,"Python, SQL, C, C++"
2093,30-44,Hombre,alto,India,Master,Business Analyst,< 1 years,Tecnológico,Grande,"Python, SQL"
2094,18-29,Hombre,No sabe/No contesta,Egipto,Grado Universitario,Data Analyst,I have never written code,Envío/Transporte,Startup,No sabe/No contesta
2095,18-29,Hombre,No sabe/No contesta,Egipto,Grado Universitario,Data Analyst,< 1 years,Académico/Educación,Pequeña,Python
2096,18-29,Hombre,bajo,Peru,Grado Universitario,Data Analyst,3-5 years,Gobierno/servicio público,Grande,"Python, R, Other"
2097,30-44,Mujes,No sabe/No contesta,Kenia,Master,Business Analyst,1-3 years,Contabilidad/Finanzas,Grande,"Python, SQL, Java, MATLAB"
2098,30-44,Hombre,bajo,Taiwan,Master,Data Analyst,10-20 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,"Python, R, SQL"
2099,30-44,Hombre,medio,Otros,Master,Data Analyst,< 1 years,Gobierno/servicio público,Multinacional,"Python, R"
2100,18-29,Hombre,alto,Australia,Estudios Univertarios sin licenciatura,Data Analyst,< 1 years,Militar/Seguridad/Defensa,Grande,"Python, Other"
2101,18-29,Hombre,No sabe/No contesta,Japon,Master,Business Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
2102,30-44,Mujes,bajo,Otros,Master,Data Analyst,3-5 years,Académico/Educación,Pequeña,"Python, R, SQL, C++, Other"
2103,30-44,Hombre,No sabe/No contesta,Nigeria,Master,Data Analyst,< 1 years,Académico/Educación,Startup,"Python, SQL"
2104,18-29,Hombre,No sabe/No contesta,India,Master,Business Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL"
2105,30-44,Hombre,bajo,Nigeria,Master,Business Analyst,5-10 years,Tecnológico,Startup,"Python, SQL, Java"
2106,18-29,Hombre,No sabe/No contesta,Otros,Grado Universitario,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Startup, None
2107,18-29,Hombre,bajo,India,Master,Data Analyst,1-3 years,Tecnológico,Multinacional,"Python, SQL, Javascript"
2108,30-44,Hombre,No sabe/No contesta,Egipto,Grado Universitario,Data Analyst,1-3 years,Radio/Comunicaciones,Multinacional,"Python, R, SQL, C"
2109,18-29,Hombre,No sabe/No contesta,China,Master,Data Analyst,< 1 years,Académico/Educación,No sabe/No contesta,"Python, R"
2110,18-29,Hombre,medio,Brasil,Master,Data Analyst,3-5 years,Contabilidad/Finanzas,Multinacional,"Python, SQL, MATLAB"
2111,30-44,Hombre,medio,China,Master,Data Analyst,1-3 years,Médico/farmacéutico,Grande,"Python, SQL, Javascript"
2112,18-29,Hombre,bajo,Chile,Grado Universitario,Data Analyst,1-3 years,Académico/Educación,Mediana," SQL, Other"
2113,30-44,Hombre,bajo,Chile,Master,Business Analyst,< 1 years,Energía/Minería,Grande,"Python, SQL"
2114,45-59,Hombre,alto,Estados Unidos,Master,Business Analyst,1-3 years,Envío/Transporte,Grande,"Python, R, SQL"
2115,18-29,Hombre,bajo,Ghana,Master,Business Analyst,< 1 years,Contabilidad/Finanzas,Grande,"Python, SQL"
2116,18-29,Hombre,bajo,Ghana,Grado Universitario,Data Analyst,< 1 years,Servicio en línea/Servicios basados ​​en Internet,Startup,"Python, SQL"
2117,30-44,Hombre,alto,Australia,Grado Universitario,Data Analyst,3-5 years,Tecnológico,Pequeña,"Python, SQL"
2118,30-44,Mujes,No sabe/No contesta,Filipinas,Doctorado,Data Analyst,10-20 years,,No sabe/No contesta,"Python, SQL, C, C++, Java"
2119,30-44,Hombre,bajo,Francia,Master,Business Analyst,1-3 years,Seguro/Evaluación de Riesgos,Pequeña,"Python, SQL, Javascript"
2120,45-59,Hombre,bajo,Turquia,Master,Data Analyst,20+ years,Gobierno/servicio público,Grande,Python
2121,30-44,Mujes,bajo,India,Master,Business Analyst,5-10 years,Tecnológico,Multinacional,"Python, R, SQL, C, C++, Java, MATLAB"
2122,30-44,Mujes,alto,Alemania,Doctorado,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Grande,"Python, R, SQL"
2123,30-44,Hombre,No sabe/No contesta,Alemania,Master,Data Analyst,5-10 years,Médico/farmacéutico,Startup,Python
2124,18-29,Hombre,bajo,Mexico,Grado Universitario,Data Analyst,< 1 years,Contabilidad/Finanzas,Multinacional,Python
2125,18-29,Prefiero no decirlo,No sabe/No contesta,India,Grado Universitario,Data Analyst,1-3 years,Contabilidad/Finanzas,Grande,"Python, SQL"
2126,18-29,Hombre,bajo,Nigeria,Grado Universitario,Data Analyst,1-3 years,ONG/Servicio,Multinacional,"Python, SQL"
2127,18-29,Hombre,medio,Rusia,Master,Data Analyst,5-10 years,Ventas al por menor,Multinacional,"Python, SQL"
2128,60-70+,Hombre,bajo,Mexico,Grado Universitario,Business Analyst,3-5 years,Ventas al por menor,Startup," R, SQL, Javascript, Other"
2129,30-44,Hombre,No sabe/No contesta,Ghana,Grado Universitario,Data Analyst,I have never written code,Tecnológico,Grande,No sabe/No contesta
2130,30-44,Hombre,medio,Pakistan,Master,Data Analyst,I have never written code,Fabricación,Multinacional,No sabe/No contesta
2131,18-29,Hombre,bajo,Tailandia,Master,Data Analyst,1-3 years,Seguro/Evaluación de Riesgos,Startup,"Python, SQL"
2132,18-29,Hombre,No sabe/No contesta,Canada,Grado Universitario,Data Analyst,1-3 years,Otros,Pequeña,"Python, R, SQL"
2133,30-44,Mujes,bajo,Peru,Master,Data Analyst,3-5 years,Seguro/Evaluación de Riesgos,Grande,"Python, SQL"
2134,18-29,Hombre,alto,Estados Unidos,Master,Data Analyst,3-5 years,Tecnológico,Startup,"Python, SQL, C++, Java, Javascript"
2135,18-29,Mujes,No sabe/No contesta,Hong Kong (S.A.R.),Master,Data Analyst,3-5 years,,No sabe/No contesta, R
2136,18-29,Mujes,alto,Estados Unidos,Master,Data Analyst,1-3 years,ONG/Servicio,Grande,"Python, R, Bash"
2137,45-59,Mujes,alto,Indonesia,Doctorado,Business Analyst,< 1 years,Gobierno/servicio público,Multinacional,Python
2138,30-44,Mujes,alto,Estados Unidos,Master,Business Analyst,1-3 years,Académico/Educación,Multinacional,"Python, R, SQL, Javascript"
2139,30-44,Hombre,medio,Rusia,Master,Business Analyst,< 1 years,Contabilidad/Finanzas,Startup,"Python, SQL"
2140,30-44,Mujes,No sabe/No contesta,Otros,Doctorado,Data Analyst,< 1 years,Gobierno/servicio público,Startup,Python
